epoch,accuracy,loss,lr,val_accuracy,val_loss
2,0.559252917766571,0.7359493970870972,1e-04,0.5759312510490417,0.6736868023872375
3,0.5908114910125732,0.6940430402755737,1e-04,0.5627506971359253,0.7130279541015625
4,0.6051238179206848,0.6727855801582336,1e-04,0.6028653383255005,0.6642355918884277
5,0.6157149076461792,0.6585956811904907,1e-04,0.6057306528091431,0.6652494072914124
6,0.6273794174194336,0.6500992774963379,1e-04,0.6140401363372803,0.7293762564659119
0,0.5524545311927795,0.7466086149215698,1e-04,0.5040114521980286,0.697008490562439
1,0.5923143029212952,0.6869855523109436,1e-04,0.5501432418823242,0.6939824819564819
2,0.6161442399024963,0.6613426208496094,1e-04,0.6255014538764954,0.647736132144928
3,0.6314584016799927,0.6422303318977356,1e-04,0.6487106084823608,0.627383291721344
4,0.6449120044708252,0.6284818649291992,1e-04,0.6318051815032959,0.6769260764122009
5,0.6578646302223206,0.6166567206382751,1e-04,0.6524355411529541,0.6130369901657104
6,0.6729640960693359,0.6039177179336548,1e-04,0.6690544486045837,0.6097847819328308
7,0.6778302788734436,0.5927139520645142,1e-04,0.6833810806274414,0.5822905898094177
8,0.6914269328117371,0.5768746137619019,1e-04,0.7137535810470581,0.5511741638183594
9,0.7010877132415771,0.5667335391044617,1e-04,0.7260745167732239,0.536579430103302
10,0.7053098678588867,0.5616475939750671,1e-04,0.7217764854431152,0.5359405279159546
11,0.7111778855323792,0.553884744644165,1e-04,0.7277936935424805,0.5315049886703491
12,0.7201946377754211,0.5413607358932495,1e-04,0.7441260814666748,0.49116143584251404
13,0.7242020964622498,0.5335936546325684,1e-04,0.7507163286209106,0.5036841630935669
14,0.7347216010093689,0.5239030122756958,1e-04,0.7667621970176697,0.4729694426059723
15,0.7418777942657471,0.5099494457244873,1e-04,0.7358165979385376,0.5211194753646851
16,0.7417346239089966,0.5056818127632141,1e-04,0.7610315084457397,0.47136202454566956
17,0.7571203708648682,0.49391210079193115,1e-04,0.7696275115013123,0.4631011188030243
18,0.764777421951294,0.4827827513217926,1e-04,0.7787965536117554,0.4542699456214905
19,0.7721482515335083,0.46881282329559326,1e-04,0.7507163286209106,0.4993191659450531
20,0.7751538753509521,0.4610716700553894,1e-04,0.7902578711509705,0.43083569407463074
21,0.7845999598503113,0.4487871527671814,1e-04,0.8117478489875793,0.40200620889663696
22,0.7907542586326599,0.44139352440834045,1e-04,0.8071632981300354,0.41101178526878357
23,0.7896808385848999,0.43649420142173767,1e-04,0.8169054388999939,0.39035868644714355
24,0.7962644696235657,0.43221035599708557,1e-04,0.8229226469993591,0.3779905438423157
25,0.8020609617233276,0.424299031496048,1e-04,0.8266475796699524,0.37436726689338684
26,0.8059253096580505,0.4126657545566559,1e-04,0.8037249445915222,0.40895602107048035
27,0.8091455698013306,0.41094771027565,1e-04,0.7962750792503357,0.4269360303878784
28,0.8143695592880249,0.4012429118156433,1e-04,0.8088825345039368,0.4139518737792969
29,0.8135823607444763,0.40195611119270325,1e-04,0.8323782086372375,0.37232115864753723
