epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.10795530676841736,0.0,0.001,0.2672947645187378,0.0
1,0.11259927600622177,0.0,0.001,0.28183043003082275,0.0
2,0.11414726078510284,0.0,0.001,0.2928667664527893,0.0
3,0.11381074041128159,0.0,0.001,0.30174967646598816,0.0
4,0.11374343931674957,0.0,0.001,0.28963661193847656,0.0
5,0.11475299298763275,0.0,0.001,0.30040377378463745,0.0
6,0.11374343931674957,0.0,0.001,0.30471062660217285,0.0
7,0.11475299298763275,0.0,0.001,0.2888290584087372,0.0
8,0.11058016121387482,0.0,0.000100000005,0.2942126393318176,0.0
9,0.11206084489822388,0.0,0.000100000005,0.2936742901802063,0.0
0,0.25434109568595886,2.0349183082580566,0.001,0.2893674373626709,1.9800782203674316
1,0.3627002239227295,1.7565898895263672,0.001,0.3170928657054901,1.7892884016036987
2,0.3934580683708191,1.659767985343933,0.001,0.37442800402641296,1.693453311920166
3,0.4118320047855377,1.5867215394973755,0.001,0.40080752968788147,1.5549499988555908
4,0.4243505299091339,1.5392556190490723,0.001,0.1596231460571289,3.2586588859558105
5,0.43942657113075256,1.4920884370803833,0.001,0.41884252429008484,1.4900379180908203
6,0.45255082845687866,1.4292666912078857,0.001,0.3641991913318634,1.6554510593414307
7,0.4685018062591553,1.3899071216583252,0.001,0.35800808668136597,1.6462894678115845
8,0.4750975966453552,1.3569211959838867,0.001,0.4253028333187103,1.492808222770691
9,0.4891640841960907,1.3130602836608887,0.001,0.4460296034812927,1.4306907653808594
10,0.5103647708892822,1.2698028087615967,0.001,0.47294750809669495,1.317151427268982
11,0.5121819972991943,1.2453386783599854,0.001,0.4261103570461273,1.544219970703125
12,0.527459979057312,1.2159264087677002,0.001,0.4969044327735901,1.248435616493225
13,0.5325077176094055,1.200677752494812,0.001,0.5423957109451294,1.1180591583251953
14,0.5446897149085999,1.1690986156463623,0.001,0.5440107583999634,1.1451953649520874
15,0.5493336915969849,1.1516926288604736,0.001,0.5671601891517639,1.085410714149475
16,0.5598331093788147,1.1202143430709839,0.001,0.5553162693977356,1.169055700302124
17,0.567371129989624,1.1077866554260254,0.001,0.5009421110153198,1.286969542503357
18,0.5743706822395325,1.0939079523086548,0.001,0.5940780639648438,1.0349034070968628
19,0.5825144648551941,1.0735456943511963,0.001,0.5881561040878296,1.0384138822555542
20,0.5796204209327698,1.0684384107589722,0.001,0.5781965255737305,1.0728530883789062
21,0.5894467830657959,1.044445514678955,0.001,0.5703902840614319,1.1492208242416382
22,0.5985327959060669,1.0206366777420044,0.001,0.6158815622329712,0.9904555082321167
23,0.599071204662323,1.015679121017456,0.001,0.6274562478065491,0.9638671875
24,0.608359158039093,1.0024515390396118,0.001,0.6247644424438477,0.9634503126144409
25,0.6137434244155884,0.9805421829223633,0.001,0.6016150712966919,1.036784052848816
26,0.6205410957336426,0.9759483933448792,0.001,0.590040385723114,1.0522985458374023
27,0.6235024929046631,0.9648506045341492,0.001,0.5582772493362427,1.1218143701553345
28,0.6256561875343323,0.9639394283294678,0.001,0.6454912424087524,0.9359594583511353
29,0.6284156441688538,0.9413731098175049,0.001,0.6196500658988953,0.9872087240219116
