epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5166022777557373,0.7721617817878723,1e-04,0.5361031293869019,0.7010402083396912
1,0.5434378385543823,0.7182859182357788,1e-04,0.5707736611366272,0.6772781610488892
2,0.558179497718811,0.6959913372993469,1e-04,0.5879656076431274,0.6712952852249146
3,0.5727064609527588,0.6874368190765381,1e-04,0.5974212288856506,0.6622278094291687
4,0.5819379091262817,0.6810576319694519,1e-04,0.623782217502594,0.6525354385375977
5,0.5888077616691589,0.6753073930740356,1e-04,0.6383954286575317,0.6445706486701965
6,0.5967510938644409,0.6668059229850769,1e-04,0.6530085802078247,0.6313133835792542
7,0.6068412661552429,0.659273624420166,1e-04,0.6570200324058533,0.629285991191864
8,0.6150708198547363,0.6537104249000549,1e-04,0.640974223613739,0.6252841353416443
9,0.6119937300682068,0.6507452726364136,1e-04,0.6575931310653687,0.6138428449630737
10,0.6230857372283936,0.645760178565979,1e-04,0.6681948304176331,0.6180352568626404
11,0.632388710975647,0.6369805335998535,1e-04,0.6779369711875916,0.5962640047073364
12,0.6305281519889832,0.6361745595932007,1e-04,0.6489971280097961,0.6159408688545227
13,0.6325318217277527,0.6344845294952393,1e-04,0.6561604738235474,0.614379346370697
14,0.6464147567749023,0.6243714690208435,1e-04,0.6891117691993713,0.5873340964317322
15,0.649992823600769,0.6183627247810364,1e-04,0.6699140667915344,0.5967856049537659
16,0.6567912101745605,0.6152628660202026,1e-04,0.7005730867385864,0.5751858949661255
17,0.6604408025741577,0.6099557876586914,1e-04,0.6659025549888611,0.6032074689865112
18,0.6646629571914673,0.6077520847320557,1e-04,0.669340968132019,0.5877653956413269
19,0.6737512350082397,0.6026909947395325,1e-04,0.7260745167732239,0.5415177345275879
20,0.6781880855560303,0.5950297713279724,1e-04,0.719484269618988,0.541305422782898
21,0.6872763633728027,0.5817091464996338,1e-04,0.718338131904602,0.5478401780128479
22,0.6935737729072571,0.5769188404083252,1e-04,0.7117478251457214,0.5492669939994812
23,0.7098897695541382,0.5545797944068909,1e-04,0.7232091426849365,0.5404520630836487
24,0.706240177154541,0.5581898093223572,1e-04,0.6882521510124207,0.6040863394737244
25,0.7100329399108887,0.552457332611084,1e-04,0.7584527134895325,0.4893939197063446
26,0.7279232740402222,0.5390230417251587,1e-04,0.7627507448196411,0.47122490406036377
27,0.7225561738014221,0.5432438254356384,1e-04,0.7564470171928406,0.4928037226200104
28,0.7343637943267822,0.5258440971374512,1e-04,0.7593123316764832,0.49213430285453796
29,0.7303563952445984,0.5233220458030701,1e-04,0.7309455871582031,0.5210543274879456
